label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,-0.0743294358253479,-0.03080570697784424,-0.023596218473272756,-0.14682722091674805,-0.1263391673564911,-0.03413942145462556,-0.20443427562713623,-0.20371660590171814,-0.0458045533513598,-0.24984204769134521,-0.2420632243156433,-0.05188085200543924,-0.13213205337524414,-0.23609191179275513,-0.0026822035787574805,-0.15399020910263062,-0.3192850947380066,-0.031420544407325224,-0.12706661224365234,-0.24007505178451538,-0.04367431314940973,-0.112210214138031,-0.20236414670944214,-0.047379855683999494,-0.09196412563323975,-0.26415370404720306,-0.002901824343013004,-0.11116522550582886,-0.3398599177598953,-0.031945005676703886,-0.08328187465667725,-0.2345147728919983,-0.036609594396310285,-0.07471537590026855,-0.20283037424087524,-0.03317388208861871,-0.046868860721588135,-0.28356316685676575,-0.009088211379008726,-0.06512582302093506,-0.3665141612291336,-0.03959558220859094,-0.045499980449676514,-0.2538984417915344,-0.02960778648312612,-0.0390700101852417,-0.20512181520462036,-0.015345020837145285,-0.002454102039337158,-0.29229357838630676,-0.017456442735152677,-0.01860111951828003,-0.36186400055885315,-0.035726059845643476,-0.013703644275665283,-0.2848129868507385,-0.026052566862659887,-0.009279489517211914,-0.23937192559242249,-0.013963115087705091
A,0.0,0.0,0.0,-0.07451891899108887,-0.030285000801086426,-0.022157635985962543,-0.14665943384170532,-0.12409636378288269,-0.03264071836983362,-0.203721284866333,-0.19979962706565857,-0.044642571806065234,-0.24913662672042847,-0.23917710781097412,-0.05143049403940836,-0.13222980499267578,-0.23607254028320312,-0.001745310476138684,-0.15411001443862915,-0.3167004883289337,-0.030844891890041026,-0.1276315450668335,-0.23715683817863464,-0.043775316774002704,-0.11327475309371948,-0.19780460000038147,-0.047784429489723834,-0.09169107675552368,-0.2628915011882782,-0.0026619580845306245,-0.11120432615280151,-0.337694376707077,-0.03171954721128145,-0.08383476734161377,-0.2322981059551239,-0.03702352613126436,-0.07552891969680786,-0.19862180948257446,-0.03411607116376558,-0.04570269584655762,-0.2814759314060211,-0.00938241507773796,-0.06539779901504517,-0.3662322163581848,-0.03947786658918062,-0.046239614486694336,-0.25208452343940735,-0.029293783455244693,-0.040040791034698486,-0.20100975036621094,-0.015069042778662833,-0.00033801794052124023,-0.28926604986190796,-0.01814441054975191,-0.017710864543914795,-0.36093422770500183,-0.03613443344747225,-0.01285332441329956,-0.2830677479505539,-0.025996311082593593,-0.008310973644256592,-0.2363469898700714,-0.013621878325096759
A,0.0,0.0,0.0,-0.07656210660934448,-0.034214675426483154,-0.02241969865019655,-0.14915251731872559,-0.13233032822608948,-0.03208605211432314,-0.20682984590530396,-0.20752716064453125,-0.04308354865963793,-0.2530514597892761,-0.2456325888633728,-0.048490107173279284,-0.13455450534820557,-0.24280914664268494,-0.0015971063377264727,-0.153950035572052,-0.32444047927856445,-0.029435100147679805,-0.12763595581054688,-0.23975160717964172,-0.04159083973820543,-0.11620140075683594,-0.20318230986595154,-0.04554156225378847,-0.0939931869506836,-0.26892946660518646,-0.0021513904185894717,-0.11258000135421753,-0.34466084837913513,-0.03109063964541292,-0.084636390209198,-0.23627415299415588,-0.03640792530234194,-0.07825541496276855,-0.20478954911231995,-0.03350595768745279,-0.04801136255264282,-0.286940261721611,-0.008360717559412478,-0.06691843271255493,-0.37261588871479034,-0.03824722405727243,-0.04665333032608032,-0.2579955756664276,-0.02811985101754999,-0.041110455989837646,-0.2087593674659729,-0.013938651533976554,-0.003033161163330078,-0.29500043392181396,-0.016598638260916232,-0.019444406032562256,-0.3677094876766205,-0.03399868320877886,-0.01428002119064331,-0.29036325216293335,-0.023748511562303065,-0.010031640529632568,-0.2447311282157898,-0.01138615526463127
A,0.0,0.0,0.0,-0.07618451118469238,-0.037699609994888306,-0.01902470303699033,-0.14820659160614014,-0.1288260817527771,-0.027781323846426176,-0.2063513994216919,-0.2054920196533203,-0.038320157062258886,-0.25325077772140503,-0.24028229713439941,-0.04349107978865163,-0.13448095321655273,-0.23840603232383728,0.0009071355196681452,-0.15792709589004517,-0.32180628180503845,-0.027037303280081915,-0.1306154727935791,-0.24483492970466614,-0.03854549242183225,-0.1160246729850769,-0.20350614190101624,-0.041435010116543936,-0.09382450580596924,-0.2666751891374588,-0.0007924406346830892,-0.11428576707839966,-0.345603883266449,-0.02851906729861753,-0.08673220872879028,-0.2399330735206604,-0.03273025093599813,-0.07883387804031372,-0.2058154046535492,-0.02925015738233583,-0.04762345552444458,-0.286035418510437,-0.008018392454829382,-0.06769239902496338,-0.3721425235271454,-0.03622557906433599,-0.04896044731140137,-0.25893840193748474,-0.025433949511494802,-0.043489813804626465,-0.20957094430923462,-0.011307475473728346,-0.0029874444007873535,-0.2928451746702194,-0.017117002364244627,-0.01956707239151001,-0.36508825421333313,-0.03358794314786451,-0.015258848667144775,-0.28834983706474304,-0.023222309853878187,-0.011131525039672852,-0.24377214908599854,-0.011117283571508096
A,0.0,0.0,0.0,-0.07399857044219971,-0.03100651502609253,-0.019830371728005503,-0.14697718620300293,-0.12697798013687134,-0.028743912940683458,-0.20438414812088013,-0.20118138194084167,-0.0398090905601407,-0.2499392032623291,-0.2378048598766327,-0.04611502728408823,-0.13034063577651978,-0.24099940061569214,0.004292609626588728,-0.15343284606933594,-0.3211789131164551,-0.02449762589282045,-0.12911444902420044,-0.24272888898849487,-0.039095846479597185,-0.11445176601409912,-0.20076841115951538,-0.04420789099282274,-0.09014236927032471,-0.26833878457546234,0.0022649045476441643,-0.11005997657775879,-0.3439715802669525,-0.02595625213331232,-0.08455592393875122,-0.23974010348320007,-0.03242939478701601,-0.07518285512924194,-0.20304298400878906,-0.030042109554472063,-0.044021666049957275,-0.28577636182308197,-0.005726065961482618,-0.06403356790542603,-0.3700094521045685,-0.03459703690356264,-0.04596763849258423,-0.25777173042297363,-0.02544738120383272,-0.03914296627044678,-0.2064087986946106,-0.01186803775823364,0.002418816089630127,-0.29206275939941406,-0.015656934594574068,-0.015305697917938232,-0.36432379484176636,-0.032323611443700884,-0.011168122291564941,-0.28759172558784485,-0.022136011635723207,-0.006310999393463135,-0.24258053302764893,-0.009788781879308317
A,0.0,0.0,0.0,-0.07505345344543457,-0.02385711669921875,-0.021523458355289904,-0.14882194995880127,-0.11508816480636597,-0.03053431905172488,-0.20622611045837402,-0.1870879828929901,-0.040593379580599276,-0.2517161965370178,-0.22287923097610474,-0.04529388009868285,-0.13718676567077637,-0.23416152596473694,0.0007309065589709007,-0.15635550022125244,-0.30787330865859985,-0.025894231566411463,-0.12932127714157104,-0.2271389663219452,-0.03752574085555693,-0.11608082056045532,-0.1898285448551178,-0.041167428189140765,-0.09591829776763916,-0.26267319917678833,-0.0002246972395312241,-0.11232632398605347,-0.3324684202671051,-0.026484157362204996,-0.08498883247375488,-0.224079430103302,-0.030351248973232714,-0.07856762409210205,-0.19293859601020813,-0.02658398769162318,-0.04916113615036011,-0.28076615929603577,-0.006874959387999979,-0.06541627645492554,-0.35945579409599304,-0.034374845617634264,-0.046257197856903076,-0.24574968218803406,-0.022481252842766253,-0.042643725872039795,-0.20025798678398132,-0.0076073710184516585,-0.0031502246856689453,-0.2867579758167267,-0.015524408252161948,-0.01794743537902832,-0.3560701757669449,-0.030664774992686716,-0.013639092445373535,-0.27726589143276215,-0.018057096221667734,-0.011765062808990479,-0.23578831553459167,-0.0043009938050033725
A,0.0,0.0,0.0,-0.0742596983909607,-0.02523648738861084,-0.021465429882226772,-0.14644688367843628,-0.11212217807769775,-0.031506726364312954,-0.2041807770729065,-0.18381184339523315,-0.042797280321536846,-0.24983876943588257,-0.22000762820243835,-0.048883749018131084,-0.13660544157028198,-0.23601481318473816,0.0021489846197084717,-0.15629154443740845,-0.30947595834732056,-0.024913539956031627,-0.13113385438919067,-0.22973117232322693,-0.03705890275043089,-0.11774593591690063,-0.19426840543746948,-0.040956368515907116,-0.09575778245925903,-0.26551344990730286,0.00109542840189647,-0.11251544952392578,-0.3353768587112427,-0.025202376614032573,-0.08658391237258911,-0.22730350494384766,-0.028951477105437107,-0.07926100492477417,-0.1978357434272766,-0.02492986045282919,-0.0492594838142395,-0.28362584114074707,-0.005856962720571346,-0.0661657452583313,-0.36047011613845825,-0.033822426418481655,-0.047542691230773926,-0.24742206931114197,-0.022377025182066745,-0.04265117645263672,-0.2032184898853302,-0.007526032472668476,-0.0030518770217895508,-0.2889164984226227,-0.01477504785609085,-0.019358456134796143,-0.35768455266952515,-0.030443381364165134,-0.014943301677703857,-0.2780218720436096,-0.018289467165885753,-0.011560499668121338,-0.23575401306152344,-0.004587761438159532
A,0.0,0.0,0.0,-0.07613897323608398,-0.026018112897872925,-0.02090139237338917,-0.15032297372817993,-0.11281070113182068,-0.029303216534799503,-0.20986419916152954,-0.18224412202835083,-0.0388575300305547,-0.25567084550857544,-0.21380287408828735,-0.04313020330960171,-0.13721460103988647,-0.23485484719276428,0.00393524424066527,-0.15732640027999878,-0.3100277781486511,-0.022444843473977016,-0.13171452283859253,-0.22604474425315857,-0.03512050134236233,-0.1186290979385376,-0.18757027387619019,-0.039647075506991314,-0.09677064418792725,-0.2657434344291687,0.0032358205214677582,-0.11469781398773193,-0.3365478515625,-0.022487332272476124,-0.08787256479263306,-0.22637778520584106,-0.02654143531913178,-0.0795862078666687,-0.1938336193561554,-0.02282885012323277,-0.05068385601043701,-0.2847355455160141,-0.0033055238156975975,-0.06782835721969604,-0.36129581928253174,-0.030202723267620968,-0.04880434274673462,-0.24662518501281738,-0.018711316558665203,-0.043369829654693604,-0.20069465041160583,-0.004063525396531986,-0.004796862602233887,-0.29070377349853516,-0.01184649315769093,-0.020628750324249268,-0.35850629210472107,-0.026713865968531536,-0.016750693321228027,-0.27843303978443146,-0.014566512006467747,-0.013559103012084961,-0.2367800772190094,-0.001083607246300744
A,0.0,0.0,0.0,-0.07599097490310669,-0.028179287910461426,-0.021220357817867352,-0.14966678619384766,-0.11039620637893677,-0.03025981943056877,-0.21067029237747192,-0.17737263441085815,-0.04062604877100284,-0.2567698359489441,-0.21011292934417725,-0.045952643928387715,-0.135778546333313,-0.22975239157676697,0.005075891772946761,-0.1572868824005127,-0.310337632894516,-0.02177507962034042,-0.13310134410858154,-0.23154136538505554,-0.035198442367175176,-0.12032747268676758,-0.18749165534973145,-0.039789646593192174,-0.09562081098556519,-0.26249079406261444,0.004957666425696061,-0.1142851710319519,-0.33702294528484344,-0.021010767397740437,-0.0878669023513794,-0.2297372817993164,-0.026211062175491406,-0.07931643724441528,-0.19223546981811523,-0.023018592697837903,-0.05006229877471924,-0.28315457701683044,-0.001152168805049314,-0.06817877292633057,-0.36054129898548126,-0.027480588955143048,-0.04914575815200806,-0.24928393959999084,-0.017168225449779584,-0.04327559471130371,-0.2018774151802063,-0.003260266929203226,-0.004371047019958496,-0.29000675678253174,-0.009273415160635068,-0.021030724048614502,-0.357107549905777,-0.023435009372690274,-0.016606390476226807,-0.2795789986848831,-0.011955293556013658,-0.01226741075515747,-0.23878571391105652,0.0009976660746247035
A,0.0,0.0,0.0,-0.0765080451965332,-0.026402592658996582,-0.02237803407820138,-0.15032422542572021,-0.10927897691726685,-0.03185079351874265,-0.2110607624053955,-0.1775062382221222,-0.042299003460129825,-0.2574768662452698,-0.2107718586921692,-0.04745202616663846,-0.13709598779678345,-0.22903496026992798,0.003590082629898461,-0.1585526466369629,-0.3097003400325775,-0.022959745608886806,-0.13420969247817993,-0.23159033060073853,-0.03602141992064389,-0.12135851383209229,-0.1870255470275879,-0.04046885029288205,-0.09676903486251831,-0.2624744176864624,0.00400493607980934,-0.11560499668121338,-0.33723780512809753,-0.021816357158741084,-0.08949047327041626,-0.231062650680542,-0.027040743388852206,-0.08089315891265869,-0.1922452449798584,-0.02402320423038873,-0.0511547327041626,-0.2829551100730896,-0.0015479252940622246,-0.06919091939926147,-0.36097556352615356,-0.027965012126287547,-0.050754666328430176,-0.2511105537414551,-0.017767683722695438,-0.04473823308944702,-0.201900452375412,-0.003981345452984897,-0.005567014217376709,-0.28931888937950134,-0.009214889377972213,-0.021364271640777588,-0.3560892790555954,-0.024014321275672046,-0.01792466640472412,-0.27941499650478363,-0.013008349694928256,-0.014405667781829834,-0.23664766550064087,-0.00033493983551124984
A,0.0,0.0,0.0,-0.0743761658668518,-0.028279662132263184,-0.02120051163262815,-0.1480858325958252,-0.11245524883270264,-0.031466081766552634,-0.20802360773086548,-0.180620938539505,-0.04333259168095083,-0.25469088554382324,-0.2130190134048462,-0.05007734897560567,-0.1354656219482422,-0.23257583379745483,0.0024373496136149697,-0.158128023147583,-0.31041985750198364,-0.02601676623351068,-0.13168877363204956,-0.23609498143196106,-0.039045382319159216,-0.11696034669876099,-0.1941814124584198,-0.04289006072110624,-0.09498590230941772,-0.2628382444381714,0.0012991918202942543,-0.11463212966918945,-0.33653926849365234,-0.026676809443301863,-0.08751213550567627,-0.23227429389953613,-0.03191711756414861,-0.07935690879821777,-0.19655215740203857,-0.028540244354076094,-0.049201250076293945,-0.28345224261283875,-0.005883649485326714,-0.06840342283248901,-0.36404484510421753,-0.03463305908269376,-0.04923105239868164,-0.253456175327301,-0.024722540779180235,-0.04366171360015869,-0.20400062203407288,-0.010645695058769888,-0.0038274526596069336,-0.29148635268211365,-0.01512022132999391,-0.020177125930786133,-0.3596246540546417,-0.03201526033706159,-0.015761256217956543,-0.2817801982164383,-0.02180790903992147,-0.012245714664459229,-0.23683616518974304,-0.009381376234955496
A,0.0,0.0,0.0,-0.07531124353408813,-0.030931055545806885,-0.019677635413529515,-0.1480005383491516,-0.1122782826423645,-0.028849648442985654,-0.20752859115600586,-0.18210026621818542,-0.0400846061677953,-0.25359630584716797,-0.21463623642921448,-0.04626444181513989,-0.13536876440048218,-0.23151901364326477,0.006206423378614545,-0.15841436386108398,-0.3115178048610687,-0.02275098314595425,-0.1322174072265625,-0.23682188987731934,-0.03628377070737088,-0.11721086502075195,-0.19293391704559326,-0.040153188762189984,-0.09401434659957886,-0.2615315467119217,0.004677209871886134,-0.11461395025253296,-0.33673642575740814,-0.02444633668375218,-0.08726286888122559,-0.2315199077129364,-0.030516995248319745,-0.07852637767791748,-0.19460058212280273,-0.02726404940796101,-0.04811537265777588,-0.28182031214237213,-0.0030292178419699667,-0.06879580020904541,-0.36285898089408875,-0.03251375829887593,-0.04990744590759277,-0.2517714202404022,-0.023084394765021443,-0.04379326105117798,-0.20294368267059326,-0.008913265672447324,-0.002731621265411377,-0.28956326842308044,-0.012670366224767804,-0.020737886428833008,-0.35836389660835266,-0.029558919501425862,-0.01629650592803955,-0.28060124814510345,-0.019625131172062993,-0.011719703674316406,-0.23681789636611938,-0.007290528287114739
